split,city,filename,image_width,image_height,person_10_proportion,person_11_proportion,person_12_proportion,person_13_proportion,person_14_proportion,person_15_proportion,person_16_proportion,person_17_proportion,person_18_proportion,person_19_proportion,person_1_proportion,person_20_proportion,person_21_proportion,person_22_proportion,person_23_proportion,person_24_proportion,person_25_proportion,person_26_proportion,person_27_proportion,person_28_proportion,person_29_proportion,person_2_proportion,person_30_proportion,person_31_proportion,person_32_proportion,person_33_proportion,person_34_proportion,person_35_proportion,person_36_proportion,person_37_proportion,person_38_proportion,person_39_proportion,person_3_proportion,person_40_proportion,person_41_proportion,person_42_proportion,person_43_proportion,person_44_proportion,person_45_proportion,person_46_proportion,person_47_proportion,person_48_proportion,person_49_proportion,person_4_proportion,person_50_proportion,person_51_proportion,person_52_proportion,person_53_proportion,person_54_proportion,person_55_proportion,person_56_proportion,person_57_proportion,person_58_proportion,person_59_proportion,person_5_proportion,person_60_proportion,person_61_proportion,person_62_proportion,person_63_proportion,person_64_proportion,person_65_proportion,person_66_proportion,person_67_proportion,person_68_proportion,person_69_proportion,person_6_proportion,person_70_proportion,person_71_proportion,person_72_proportion,person_73_proportion,person_74_proportion,person_75_proportion,person_76_proportion,person_77_proportion,person_78_proportion,person_79_proportion,person_7_proportion,person_80_proportion,person_81_proportion,person_82_proportion,person_83_proportion,person_84_proportion,person_85_proportion,person_86_proportion,person_87_proportion,person_88_proportion,person_89_proportion,person_8_proportion,person_90_proportion,person_91_proportion,person_92_proportion,person_93_proportion,person_94_proportion,person_95_proportion,person_9_proportion,building_10_proportion,building_11_proportion,building_12_proportion,building_13_proportion,building_14_proportion,building_15_proportion,building_16_proportion,building_17_proportion,building_18_proportion,building_19_proportion,building_1_proportion,building_20_proportion,building_2_proportion,building_3_proportion,building_4_proportion,building_5_proportion,building_6_proportion,building_7_proportion,building_8_proportion,building_9_proportion,car_10_proportion,car_11_proportion,car_12_proportion,car_13_proportion,car_14_proportion,car_15_proportion,car_16_proportion,car_17_proportion,car_18_proportion,car_19_proportion,car_1_proportion,car_20_proportion,car_21_proportion,car_22_proportion,car_23_proportion,car_24_proportion,car_25_proportion,car_26_proportion,car_27_proportion,car_28_proportion,car_29_proportion,car_2_proportion,car_30_proportion,car_31_proportion,car_32_proportion,car_33_proportion,car_34_proportion,car_35_proportion,car_36_proportion,car_37_proportion,car_38_proportion,car_39_proportion,car_3_proportion,car_40_proportion,car_41_proportion,car_42_proportion,car_43_proportion,car_44_proportion,car_45_proportion,car_46_proportion,car_47_proportion,car_48_proportion,car_49_proportion,car_4_proportion,car_50_proportion,car_51_proportion,car_52_proportion,car_53_proportion,car_54_proportion,car_55_proportion,car_56_proportion,car_57_proportion,car_5_proportion,car_6_proportion,car_7_proportion,car_8_proportion,car_9_proportion
train,bochum,bochum_000000_017216_gtFine,2048,1024,,,,,,,,,,,0.000103,,,,,,,,,,,0.000323,,,,,,,,,,,0.000920,,,,,,,,,,,0.000408,,,,,,,,,,,0.001173,,,,,,,,,,,0.000812,,,,,,,,,,,0.001624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.222238,,0.169932,,,,,,,,,,,,,,,,,,0.000260,,,,,,,,,,,0.000726,,,,,,,,,,,0.000367,,,,,,,,,,,0.001439,,,,,,,,,0.001632,0.001768,0.002284,0.007342,0.029339
train,bochum,bochum_000000_017453_gtFine,2048,1024,,,,,,,,,,,0.000791,,,,,,,,,,,0.000952,,,,,,,,,,,0.001092,,,,,,,,,,,0.000449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395359,,,,,,,,,,,,,,,,,,,,0.000705,,,,,,,,,,,0.002519,,,,,,,,,,,0.051786,,,,,,,,,,,0.000653,,,,,,,,,0.000528,0.000337,0.160803,0.000421,
train,bochum,bochum_000000_018195_gtFine,2048,1024,,,,,,,,,,,0.000023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.120713,,0.011012,,,,,,,,0.005455,0.000452,0.002977,0.007008,0.009180,0.010139,0.019639,0.037180,0.022204,0.086013,0.000523,,,,,,,,,,,0.000557,,,,,,,,,,,0.000859,,,,,,,,,,,0.000773,,,,,,,,,0.000663,0.002611,0.003589,0.001706,0.002854
train,bochum,bochum_000000_019188_gtFine,2048,1024,,,,,,,,,,,0.000398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.060404,,0.206251,0.003193,,,,,,,,,,,,,,,,,0.001088,,,,,,,,,,,0.000637,,,,,,,,,,,0.000326,,,,,,,,,,,0.007677,,,,,,,,,0.006808,0.008152,0.008538,0.026507,
train,bochum,bochum_000000_020673_gtFine,2048,1024,,,,,,,,,,,0.000342,,,,,,,,,,,0.000988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.399983,,,,,,,,,,0.001064,0.033285,0.000099,0.002727,0.001615,0.001533,0.004532,0.000262,0.000347,0.015967,0.007188,0.005069,0.007230,0.000663,,,,,,,,0.000216,,,,,,,,,,,0.000345,,,,,,,,,,,0.000217,,,,,,,,,0.006145,0.000304,0.000200,0.000818,0.000535
train,bochum,bochum_000000_020776_gtFine,2048,1024,,,,,,,,,,,0.000710,,,,,,,,,,,0.010172,,,,,,,,,,,0.000912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.313217,,0.099315,,,,,,,,0.001797,0.000628,0.000326,0.000347,0.000572,0.001063,0.001221,0.001567,0.003084,,0.000203,,,,,,,,,,,0.000382,,,,,,,,,,,0.000287,,,,,,,,,,,0.000866,,,,,,,,,0.000227,0.000169,0.000461,0.001594,0.002439
train,bochum,bochum_000000_020899_gtFine,2048,1024,,,,,,,,,,,0.000677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005626,,0.162935,0.133048,,,,,,,0.000232,0.001997,0.003423,0.004150,0.012080,0.001683,,,,,0.000179,,,,,,,,,,,0.000663,,,,,,,,,,,0.000488,,,,,,,,,,,0.000233,,,,,,,,,0.000208,0.001277,0.000131,0.001552,0.001326
train,bochum,bochum_000000_021070_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044847,,0.187201,0.054769,,,,,,,0.001080,0.001729,0.003272,,,,,,,,0.001076,,,,,,,,,,,0.006471,,,,,,,,,,,0.010508,,,,,,,,,,,0.011708,,,,,,,,,0.000404,0.000705,0.000976,0.000724,0.002815
train,bochum,bochum_000000_021325_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.372680,,,,,,,,,,0.000616,0.001482,0.004964,0.017143,,,,,,,0.000260,,,,,,,,,,,0.000382,,,,,,,,,,,0.000313,,,,,,,,,,,0.000505,,,,,,,,,0.000298,0.000533,0.000613,0.000841,0.007776
train,bochum,bochum_000000_021393_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.415001,,,,,,,,,,0.000306,0.000130,0.000261,0.000999,0.001197,0.002563,0.007787,,,,0.000088,,,,,,,,,,,0.000273,,,,,,,,,,,0.000431,,,,,,,,,,,0.000444,,,,,,,,,0.000928,0.001078,0.001416,0.002865,0.000953
train,bochum,bochum_000000_021479_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.392539,,,,,,,,,,0.003252,0.000246,0.000370,0.000329,0.000475,0.001107,0.003333,0.010126,0.014394,0.000372,0.000114,,,,,,,,,,,0.000204,,,,,,,,,,,0.000115,,,,,,,,,,,0.000231,,,,,,,,,0.000279,0.000243,0.001078,0.001218,0.002681
train,bochum,bochum_000000_021606_gtFine,2048,1024,,,,,,,,,,,0.000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.403634,,,,,,,,,,0.019588,0.026055,0.000339,0.000379,0.000601,0.000817,0.001521,0.002198,0.002759,,0.000561,,,,,,,,,,,0.000533,,,,,,,,,,,0.000129,,,,,,,,,,,0.000130,,,,,,,,,0.000968,0.000312,0.002024,0.001179,0.007826
train,bochum,bochum_000000_022210_gtFine,2048,1024,,,,,,,,,,,0.000652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.450292,,,,,,,,,,0.000982,0.001178,0.003971,,,,,,,,0.009186,,,,,,,,,,,0.004418,,,,,,,,,,,0.004518,,,,,,,,,,,0.000472,,,,,,,,,0.003127,0.001022,0.000186,0.000830,0.000751
train,bochum,bochum_000000_022414_gtFine,2048,1024,,,,,,,,,,,0.000180,,,,,,,,,,,0.000388,,,,,,,,,,,0.000166,,,,,,,,,,,0.000649,,,,,,,,,,,0.001170,,,,,,,,,,,0.000487,,,,,,,,,,,0.000369,,,,,,,,,,,0.002433,,,,,,,,,,,,,,,,,,0.378337,,0.004049,,,,,,,,0.020799,,,,,,,,,,0.000515,,,,,,,,,,,0.000693,,,,,,,,,,,0.000324,,,,,,,,,,,0.002482,,,,,,,,,0.002400,0.003577,0.003802,0.002080,0.038378
train,bochum,bochum_000000_023040_gtFine,2048,1024,,,,,,,,,,,0.002250,,,,,,,,,,,0.002962,,,,,,,,,,,0.003333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.417531,,0.006211,,,,,,,,,,,,,,,,,,0.003575,,,,,,,,,,,0.000376,,,,,,,,,,,0.000470,,,,,,,,,,,0.001061,,,,,,,,,0.001021,0.002169,0.003045,0.006438,
train,bochum,bochum_000000_023174_gtFine,2048,1024,,,,,,,,,,,0.000417,,,,,,,,,,,0.000608,,,,,,,,,,,0.000685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.443865,,,,,,,,,,,,,,,,,,,,0.002336,,,,,,,,,,,0.003818,,,,,,,,,,,0.005610,,,,,,,,,,,0.018351,,,,,,,,,,,,,
train,bochum,bochum_000000_023435_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.478553,,,,,,,,,,0.001940,0.002978,0.007116,0.011837,0.046055,0.066605,,,,,0.002694,,,,,,,,,,,0.000721,,,,,,,,,,,0.001372,,,,,,,,,,,0.003589,,,,,,,,,0.003682,0.004159,0.019722,0.085159,0.102086
train,bochum,bochum_000000_023648_gtFine,2048,1024,,,,,,,,,,,0.001136,,,,,,,,,,,0.010345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.395994,,,,,,,,,,,,,,,,,,,,0.005521,,,,,,,,,,,0.012900,,,,,,,,,,,0.024400,,,,,,,,,,,0.007174,,,,,,,,,0.004520,0.002079,0.024776,,
train,bochum,bochum_000000_024196_gtFine,2048,1024,,,,,,,,,,,0.000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.378904,,,,,,,,,,0.000529,0.001007,0.039070,0.002647,,,,,,,0.000099,,,,,,,,,,,0.000180,,,,,,,,,,,0.000160,,,,,,,,,,,0.000221,,,,,,,,,0.000163,0.000249,0.000436,0.001719,0.032883
train,bochum,bochum_000000_024343_gtFine,2048,1024,,,,,,,,,,,0.002330,,,,,,,,,,,0.000368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.149303,,0.158039,,,,,,,,0.014633,0.066514,,,,,,,,,0.000723,,,,,,,,,,,0.049816,,,,,,,,,,,0.001564,,,,,,,,,,,0.004826,,,,,,,,,0.000184,0.000170,0.000360,0.000336,0.016589
train,bochum,bochum_000000_024524_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.172828,,0.186712,,,,,,,,,,,,,,,,,,0.000350,,,,,,,,,,,0.000698,,,,,,,,,,,0.040141,,,,,,,,,,,0.000820,,,,,,,,,0.000583,0.002584,,,
train,bochum,bochum_000000_024717_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.069206,,0.174607,,,,,,,,,,,,,,,,,,0.000102,,,,,,,,,,,0.001388,,,,,,,,,,,0.000114,,,,,,,,,,,0.026565,,,,,,,,,0.059148,,,,
train,bochum,bochum_000000_024855_gtFine,2048,1024,,,,,,,,,,,0.000280,,,,,,,,,,,0.000098,,,,,,,,,,,0.000083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074047,,0.121961,,,,,,,,,,,,,,,,,,0.001288,,,,,,,,,,,0.000946,,,,,,,,,,,0.009953,,,,,,,,,,,0.068024,,,,,,,,,,,,,
train,bochum,bochum_000000_025746_gtFine,2048,1024,,,,,,,,,,,0.000113,,,,,,,,,,,0.000047,,,,,,,,,,,0.000410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.157123,,,,,,,,,,0.000099,0.007327,0.003990,0.007781,,,,,,,0.000849,,,,,,,,,,,0.000721,,,,,,,,,,,0.000132,,,,,,,,,,,0.000111,,,,,,,,,0.000179,0.000258,0.000246,0.000717,0.002018
train,bochum,bochum_000000_025833_gtFine,2048,1024,,,,,,,,,,,0.001364,,,,,,,,,,,0.008044,,,,,,,,,,,0.005095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022835,,0.000424,0.000969,0.000738,0.001267,0.000242,,,,0.001014,0.001744,0.012176,,,,,,,,0.001029,,,,,,,,,,,0.006132,,,,,,,,,,,0.000411,,,,,,,,,,,0.000110,,,,,,,,,0.000087,0.019318,0.000342,0.000269,0.000308
train,bochum,bochum_000000_026056_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002153,,0.049389,,,,,,,,0.000210,0.052327,,,,,,,,,0.000068,,,,,,,,,,,0.000156,,,,,,,,,,,0.000379,,,,,,,,,,,0.000392,,,,,,,,,0.000349,0.000611,0.000992,0.001787,0.021856
train,bochum,bochum_000000_026634_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021007,,0.218667,,,,,,,,,,,,,,,,,,0.010687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,bochum,bochum_000000_027057_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.090168,,0.000715,0.006642,0.124935,,,,,,,,,,,,,,,,0.008238,,,,,,,,,,,0.044280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,bochum,bochum_000000_027699_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023589,,0.006281,0.002090,0.000345,,,,,,0.000966,0.000124,0.000460,0.000448,0.000937,0.000866,0.000581,0.003374,0.000031,0.000035,0.000721,,,,,,,,,,,0.000154,,,,,,,,,,,0.000239,,,,,,,,,,,0.000247,,,,,,,,,0.000233,0.000610,0.000377,0.000589,0.000541
train,bochum,bochum_000000_027951_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.123488,,0.012886,0.000460,,,,,,,0.010042,0.000329,0.000298,0.000159,0.000437,0.000547,0.000581,0.001246,0.001498,0.005535,0.000313,0.009397,0.000127,0.000023,0.000048,,,,,,,0.000321,,,,,,,,,,,0.000508,,,,,,,,,,,0.000854,,,,,,,,,0.000936,0.003358,0.001614,0.003922,0.004920
train,bochum,bochum_000000_028297_gtFine,2048,1024,,,,,,,,,,,0.000418,,,,,,,,,,,0.000072,,,,,,,,,,,0.000066,,,,,,,,,,,0.000099,,,,,,,,,,,0.000374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.175875,,0.141217,0.000148,,,,,,,0.011775,0.025041,,,,,,,,,0.002192,,,,,,,,,,,0.000433,,,,,,,,,,,0.001853,,,,,,,,,,,0.004922,,,,,,,,,0.046604,0.040193,0.047784,0.000942,0.010342
train,bochum,bochum_000000_028764_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.002057,0.004984,0.008737,0.017936,0.027885,0.031311,0.012726,0.012546,,,0.000113,,,,,,,,,,,0.000271,,,,,,,,,,,0.000649,,,,,,,,,,,0.000649,,,,,,,,,0.000692,0.002290,0.001983,0.001314,0.002411
train,bochum,bochum_000000_029203_gtFine,2048,1024,,,,,,,,,,,0.000123,,,,,,,,,,,0.000106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006174,,0.021331,0.100283,,,,,,,0.001864,0.006956,0.000805,0.027254,0.041861,,,,,,0.000288,,,,,,,,,,,0.000405,,,,,,,,,,,0.000042,,,,,,,,,,,0.000211,,,,,,,,,0.001061,0.000114,0.005582,0.001865,0.003396
train,bochum,bochum_000000_029721_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045474,,,,,,,,,,0.003479,0.008596,0.022429,,,,,,,,0.004688,,,,,,,,,,,0.005237,,,,,,,,,,,0.013072,,,,,,,,,,,0.000831,,,,,,,,,0.000531,0.000959,0.001222,0.001853,0.003947
train,bochum,bochum_000000_030913_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.032591,,0.000128,0.000823,0.000671,0.000283,0.003458,0.000621,,,,,,,,,,,,,0.000061,,,,,,,,,,,0.000059,,,,,,,,,,,0.001012,,,,,,,,,,,0.004219,,,,,,,,,0.051808,0.117722,,,
train,bochum,bochum_000000_031152_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.443979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,bochum,bochum_000000_031477_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007894,,0.002785,0.000460,,,,,,,,,,,,,,,,,0.001990,,,,,,,,,,,0.029294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,bochum,bochum_000000_031687_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.064603,,,,,,,,,,,,,,,,,,,,0.000452,,,,,,,,,,,0.003526,,,,,,,,,,,0.011276,,,,,,,,,,,,,,,,,,,,,,,,
train,bochum,bochum_000000_031922_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216381,,0.061853,0.000514,0.000504,0.000556,,,,,,,,,,,,,,,0.000365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train,bochum,bochum_000000_032169_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.154207,,0.080691,,,,,,,,0.016703,,,,,,,,,,0.003534,,,,,,,,,,,0.013340,,,,,,,,,,,0.000250,,,,,,,,,,,0.000249,,,,,,,,,0.000300,0.000170,0.000782,0.000959,0.001861
train,bochum,bochum_000000_033056_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.279814,,,,,,,,,,0.006233,,,,,,,,,,0.003134,,,,,,,,,,,0.000438,,,,,,,,,,,0.000582,,,,,,,,,,,0.002043,,,,,,,,,0.003797,0.000696,0.000104,0.008249,0.002311
train,bochum,bochum_000000_033331_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003111,,0.140491,0.224325,,,,,,,,,,,,,,,,,0.000450,,,,,,,,,,,0.000930,,,,,,,,,,,0.002642,,,,,,,,,,,0.012494,,,,,,,,,0.001555,0.048662,0.072742,,
train,bochum,bochum_000000_033531_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001624,,0.006663,0.000240,0.147101,0.178169,,,,,0.004164,,,,,,,,,,0.000109,,,,,,,,,,,0.000199,,,,,,,,,,,0.000128,,,,,,,,,,,0.000473,,,,,,,,,0.000118,0.000257,0.000673,0.000387,0.001198
train,bochum,bochum_000000_033714_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.051946,,0.074145,,,,,,,,0.000444,0.001175,0.002223,0.001029,0.004059,0.000534,0.001153,0.000210,0.001903,0.034317,0.000063,0.002842,0.000253,0.000519,0.001081,0.001562,,,,,,0.000096,,,,,,,,,,,0.000076,,,,,,,,,,,0.000136,,,,,,,,,0.000112,0.000201,0.000210,0.002194,0.000314
train,bochum,bochum_000000_034936_gtFine,2048,1024,,,,,,,,,,,0.000292,,,,,,,,,,,0.000330,,,,,,,,,,,0.000420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.182256,,0.153785,0.157653,,,,,,,0.000581,0.010429,0.005969,0.014899,,,,,,,0.001180,,,,,,,,,,,0.002804,,,,,,,,,,,0.007511,,,,,,,,,,,0.011093,,,,,,,,,0.026262,0.000422,0.000133,0.000433,0.000722
train,bochum,bochum_000000_035958_gtFine,2048,1024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.176228,,0.182600,,,,,,,,0.000894,0.000921,0.001236,0.001769,0.004038,0.008008,0.026698,0.008646,0.000129,0.000392,0.000103,0.000319,0.000334,0.000485,0.001055,0.000776,0.001088,0.001781,0.001801,0.007749,,0.000125,,,,,,,,,,,0.000102,,,,,,,,,,,0.000101,,,,,,,,,0.000434,0.000370,0.000252,0.000502,0.000449
train,bochum,bochum_000000_036606_gtFine,2048,1024,,,,,,,,,,,0.000029,,,,,,,,,,,0.000129,,,,,,,,,,,0.000121,,,,,,,,,,,0.000259,,,,,,,,,,,0.000417,,,,,,,,,,,0.000163,,,,,,,,,,,0.000561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.907068,,,,,,,,,,0.003094,0.005701,0.000810,0.002867,0.000441,0.013929,0.009683,,,,0.000038,,,,,,,,,,,0.000766,,,,,,,,,,,0.000453,,,,,,,,,,,0.000711,,,,,,,,,0.000258,0.000775,0.001330,0.002310,0.002037
train,bochum,bochum_000000_037039_gtFine,2048,1024,,,,,,,,,,,0.000062,,,,,,,,,,,0.000227,,,,,,,,,,,0.000445,,,,,,,,,,,0.000230,,,,,,,,,,,0.000066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.894423,,,,,,,,,,0.049322,,,,,,,,,,0.000351,,,,,,,,,,,0.000150,,,,,,,,,,,0.000216,,,,,,,,,,,0.000067,,,,,,,,,0.000151,0.000194,0.002151,0.008103,0.002355
